dataset,code,name
IFS,GG_GRTO_G01_CA_XDC,"General Government, Other taxes (Cash), Domestic Currency"
IFS,GG_GRTO_G01_XDC,"General Government, Other taxes [116], Domestic Currency"
IFS,GG_GRTPAY_G01_CA_XDC,"General Government, Taxes on payroll & workforce (Cash), Domestic Currency"
IFS,GG_GRTPAY_G01_XDC,"General Government, Taxes on payroll and workforce [112], Domestic Currency"
IFS,GG_GRTP_G01_CA_XDC,"General Government, Taxes on property (Cash), Domestic Currency"
IFS,GG_GRTP_G01_XDC,"General Government, Taxes on property [113], Domestic Currency"
IFS,GG_GRTT_G01_CA_XDC,"General Government, Taxes on international trade & transactions (Cash), Domestic Currency"
IFS,GG_GRTT_G01_XDC,"General Government, Taxes on international trade and transactions [115], Domestic Currency"
IFS,GG_GRT_G01_CA_XDC,"Fiscal, General Government, Revenue, Tax, 2001 Manual, Cash, Domestic Currency"
IFS,GG_GRT_G01_XDC,"Fiscal, General Government, Revenue, Tax, 2001 Manual, Domestic Currency"
IFS,GG_GR_G01_CA_XDC,"Fiscal, General Government, Cash receipts from operating activities, 2001 Manual, Cash, Domestic Currency"
IFS,GG_GR_G01_XDC,"Fiscal, General Government, Revenue, 2001 Manual, Domestic Currency"
IFS,GG_GXCBG_G01_XDC,"Fiscal, General Government, Gross operating balance, 2001 Manual, Domestic Currency"
IFS,GG_GXCBN_G01_XDC,"Fiscal, General Government, Net operating balance, 2001 Manual, Domestic Currency"
IFS,GG_GXCCBA_G01_CA_XDC,"Fiscal, General Government, Statistical discrepancy [30x-33+NCB-CSD] *, 2001 Manual, Cash, Domestic Currency"
IFS,GG_GXCCB_G01_CA_XDC,"Fiscal, General Government, Cash surplus/deficit [CSD_CA], 2001 Manual, Cash, Domestic Currency"
IFS,GG_GXCCF_G01_CA_XDC,"Fiscal, General Government, Net cash inflow from financing activities [NFB_CA], 2001 Manual, Cash, Domestic Currency"
IFS,GG_GXCCO_G01_CA_XDC,"Fiscal, General Government, Net cash inflow from operating activities [CIO_CA], 2001 Manual, Cash, Domestic Currency"
IFS,GG_GXCNC_G01_CA_XDC,"Fiscal, General Government, Net change in stock of cash [NCB_CA], 2001 Manual, Cash, Domestic Currency"
IFS,GG_GXCNLA_G01_XDC,"Fiscal, General Government, Net lending/borrowing, Adjustment to Net lending/borrowing, 2001 Manual, Domestic Currency"
IFS,GG_GXCOP_G01_CA_XDC,"General Government, Primary Net cash inflow from operating activities, Domestic Currency"
IFS,GG_GXOBP_G01_XDC,"General Government, Primary operating balance, Domestic Currency"
IFS,GG_GXOB_G01_XDC,"Fiscal, General Government, Net Lending/borrowing [NLB], 2001 Manual, Domestic Currency"
IFS,GG_GX_G01_CA_XDC,"Fiscal, General Government, Memo Item: Expenditure, 2001 Manual, Cash, Domestic Currency"
IFS,GG_GX_G01_XDC,"Fiscal, General Government, Memo Item: Expenditure, 2001 Manual, Domestic Currency"
IFS,HLTF_USD,"Fund Accounts, Lending to the Fund, US Dollars"
IFS,HLTF_XDR,"Fund Accounts, Lending to the Fund, SDRs"
IFS,HNCA_USD,"Fund Accounts, Net Cumulative Allocation, Escrow account, US Dollars"
IFS,HNCA_XDR,"Fund Accounts, Net Cumulative Allocation, Escrow account, SDRs"
IFS,HOO_USD,"Fund Accounts, Overdue Obligations, US Dollars"
IFS,HOO_XDR,"Fund Accounts, Overdue Obligations, SDRs"
IFS,HPG_USD,"Fund Accounts, Outstanding GRA, US Dollars"
IFS,HPG_XDR,"Fund Accounts, Outstanding GRA, SDRs"
IFS,HPHCPQ_PA,"Fund Accounts, Currency Holdings as % of Quota, Percent per annum"
IFS,HPHC_USD,"Fund Accounts, Currency Holdings, US Dollars"
IFS,HPHC_XDR,"Fund Accounts, Currency Holdings, SDRs"
IFS,HPHSPA_PA,"Fund Accounts, SDR Holdings as % of Allocation, Percent per annum"
IFS,HPL_USD,"Fund Accounts, Outstanding Loans, US Dollars"
IFS,HPL_XDR,"Fund Accounts, Outstanding Loans, SDRs"
IFS,HPQ_USD,"Fund Accounts, Quota, US Dollars"
IFS,HPQ_XDR,"Fund Accounts, Quota, SDRs"
IFS,HPUPQ_PA,"Fund Accounts, UFC & Loans as % of Quota, Percent per annum"
IFS,HPURTP_USD,"Fund Accounts, Use of Fund Credit and Loans, Reserve Tranche Position, US Dollars"
IFS,HPURTP_XDR,"Fund Accounts, Use of Fund Credit and Loans, Reserve Tranche Position, SDRs"
IFS,HPU_USD,"Fund Accounts, UFC & Loans, US Dollars"
IFS,HPU_XDR,"Fund Accounts, UFC & Loans, SDRs"
IFS,HSA_USD,"Fund Accounts, SDR Holdings, Allocations, US Dollars"
IFS,HSA_XDR,"Fund Accounts, SDR Holdings, Allocations, SDRs"
IFS,IADD_BP6_USD,"International Investment Positions, Assets, Direct investment, Debt instruments, US Dollars"
IFS,IADE_BP6_USD,"International Investment Positions, Assets, Direct investment, Equity and investment fund shares , US Dollars"
IFS,IADF_BP6_USD,"International Investment Positions, Financial derivatives (other than reserves) and employee stock options , US Dollars"
IFS,IAD_BP6_USD,"International Investment Positions, Assets, Direct investment, US Dollars"
IFS,IAFR_BP6_USD,"International Investment Positions, Net acquisition of financial assets (with Fund Record), US Dollars"
IFS,IAOD_BP6_USD,"International Investment Positions, Other investment: Net acquisition of financial assets, Debt instruments, US Dollars"
IFS,IAOE_BP6_USD,"International Investment Positions, Assets, Other investment,  Other equity , US Dollars"
IFS,IAO_BP6_USD,"International Investment Positions, Assets, Other investment , US Dollars"
IFS,IAPD_BP6_USD,"International Investment Positions, Assets, Portfolio investment, Debt securities , US Dollars"
IFS,IAPE_BP6_USD,"International Investment Positions, Assets, Portfolio investment, Equity and investment fund shares , US Dollars"
IFS,IAP_BP6_USD,"International Investment Positions, Assets, Portfolio investment , US Dollars"
IFS,IARFR_BP6_USD,"International Investment Positions, Reserve Assets, Net (with Fund Record), US Dollars"
IFS,ILDD_BP6_USD,"International Investment Positions, Liabilities, Direct investment, Debt instruments, US Dollars"
IFS,ILDE_BP6_USD,"International Investment Positions, Liabilities,  Direct investment, Equity and investment fund shares , US Dollars"
IFS,ILD_BP6_USD,"International Investment Positions, Liabilities,  Direct investment, US Dollars"
IFS,ILFR_BP6_USD,"International Investment Positions, Net incurrence of liabilities, US Dollars"
IFS,ILF_BP6_USD,"International Investment Positions, Liabilities,  Financial derivatives (other than reserves) and employee stock options , US Dollars"
IFS,ILODFR_BP6_USD,"International Investment Positions, Other Investment, Net incurrence of liabilities, Debt Instruments (with Fund Record), US Dollars"
IFS,ILOE_BP6_USD,"International Investment Positions, Liabilities, Other investment,  Other equity , US Dollars"
IFS,ILOFR_BP6_USD,"International Investment Positions, Other Investment, Net incurrence of liabilities, Other Liabilities (with Fund Record), US Dollars"
IFS,ILPD_BP6_USD,"International Investment Positions, Liabilities, Portfolio investment, Debt securities , US Dollars"
IFS,ILPE_BP6_USD,"International Investment Positions, Liabilities, Portfolio investment, Equity and investment fund shares , US Dollars"
IFS,ILP_BP6_USD,"International Investment Positions, Liabilities, Portfolio investment , US Dollars"
IFS,LE_IX,"Labor Markets, Employment, Index"
IFS,LE_PE_NUM,"Employment, Persons, Number of"
IFS,LE_PE_PC_CP_A_PT,"Employment, Persons, Percentage change, corresponding period previous year, Percent"
IFS,LE_PE_PC_PP_PT,"Employment, Persons, Percentage change, previous period, Percent"
IFS,LLF_PE_NUM,"Labor Force, Persons, Number of"
IFS,LLF_PE_PC_CP_A_PT,"Labor Force, Persons, Percentage change, corresponding period previous year, Percent"
IFS,LLF_PE_PC_PP_PT,"Labor Force, Persons, Percentage change, previous period, Percent"
IFS,LP_PE_NUM,"Population, Persons, Number of"
IFS,LUR_PC_CP_A_PT,"Labor Markets, Unemployment Rate, Percentage change, Corresponding period previous year, Percent"
IFS,LUR_PC_PP_PT,"Labor Markets, Unemployment Rate, Percentage change, Previous period, Percent"
IFS,LUR_PT,"Labor Markets, Unemployment Rate, Percent"
IFS,LU_PE_NUM,"Unemployment, Persons, Number of"
IFS,LU_PE_PC_CP_A_PT,"Unemployment, Persons, Percentage change, corresponding period previous year, Percent"
IFS,LU_PE_PC_PP_PT,"Unemployment, Persons, Percentage change, previous period, Percent"
IFS,LWR_IX,"Labor Markets, Wage Rates, Index"
IFS,LWR_PC_CP_A_PT,"Labor Markets, Wage Rates, Percentage change, Corresponding period previous year, Percent"
IFS,LWR_PC_PP_PT,"Labor Markets, Wage Rates, Percentage change, Previous period, Percent"
IFS,MFS,Monetary and Financial Statistics (MFS)
IFS,NCGGC_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Public Sector (General Government and Public Corporations), General Government, Collective, Nominal,  Domestic Currency"
IFS,NCGGI_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Public Sector (General Government and Public Corporations), General Government, Individual, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NCGGI_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Public Sector (General Government and Public Corporations), General Government, Individual, Nominal, Domestic Currency"
IFS,NCGG_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Public Sector (General Government and Public Corporations), General Government, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NCGG_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Public Sector (General Government and Public Corporations), General Government, Nominal, Domestic Currency"
IFS,NCPHI_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Private Sector (Households and Non-profit Institutions Serving Households), Households (Individual), Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NCPHI_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Private Sector (Households and Non-profit Institutions Serving Households), Households (Individual), Nominal, Domestic Currency"
IFS,NCPHN_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Private Sector (Households and Non-profit Institutions Serving Households), Non-profit Institutions Serving Households (NPISHs) (Individual), Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NCPHN_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Private Sector (Households and Non-profit Institutions Serving Households), Non-profit Institutions Serving Households (NPISHs) (Individual), Nominal, , Domestic Currency"
IFS,NCP_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Private Sector (Households and Non-profit Institutions Serving Households), Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NCP_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Private Sector (Households and Non-profit Institutions Serving Households), Nominal, Domestic Currency"
IFS,NC_GDP_PT,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Nominal, Ratio to GDP, Percent"
IFS,NC_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Nominal, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NC_XDC,"National Accounts, Expenditure, Gross Domestic Product, Final Consumption Expenditure, Nominal, Nominal, Domestic Currency"
IFS,NFIAXD_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Acquisitions less Disposals of Valuables, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NFIAXD_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Acquisitions less Disposals of Valuables, Nominal, Domestic Currency"
IFS,NFID_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Gross Fixed Capital Formation, Dwellings, Nominal, Domestic Currency"
IFS,NFIOS_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Gross Fixed Capital Formation, Other Buildings and Structures, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NFIOS_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Gross Fixed Capital Formation, Other Buildings and Structures, Nominal, Domestic Currency"
IFS,NFI_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Gross Fixed Capital Formation, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NFI_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Gross Fixed Capital Formation, Nominal, Domestic Currency"
IFS,NGDPNPI_SA_XDC,"National Accounts, GDP-GNP Relation, Net Primary Income from Abroad, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NGDPNPI_XDC,"National Accounts, GDP-GNP Relation, Net Primary Income from Abroad, Nominal, Domestic Currency"
IFS,NGDPSOP_SA_XDC,"NGDPSOP, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NGDPSOP_XDC,"National Accounts, NGDPSOP, Nominal, Domestic Currency"
IFS,NGDPT_SA_XDC,"NGDPT, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NGDPT_XDC,"National Accounts, NGDPT, Nominal, Domestic Currency"
IFS,NGDP_D_IX,"National Accounts, Expenditure, Gross Domestic Product, Deflator, Index"
IFS,NGDP_D_PC_CP_A_PT,"National Accounts, Expenditure, Gross Domestic Product, Deflator, Percentage change, corresponding period previous year, Percent"
IFS,NGDP_D_PC_CP_A_SA_PT,"National Accounts, Expenditure, Gross Domestic Product, Deflator, Percentage change, corresponding period previous year, Seasonally adjusted, Percent"
IFS,NGDP_D_PC_PP_PT,"National Accounts, Expenditure, Gross Domestic Product, Deflator, Percentage change, previous period, Percent"
IFS,NGDP_D_PC_PP_SA_PT,"National Accounts, Expenditure, Gross Domestic Product, Deflator, Percentage change, previous period, Seasonally adjusted, Percent"
IFS,NGDP_D_SA_IX,"National Accounts, Expenditure, Gross Domestic Product, Deflator, Seasonally Adjusted, Index"
IFS,NGDP_PC_CP_A_PT,"National Accounts, Expenditure, Gross Domestic Product, Nominal, Percentage change, corresponding period previous year, Percent"
IFS,NGDP_PC_CP_A_SA_PT,"National Accounts, Expenditure, Gross Domestic Product, Nominal, Percentage change, corresponding period previous year, Seasonally adjusted, Percent"
IFS,NGDP_PC_PP_PT,"National Accounts, Expenditure, Gross Domestic Product, Nominal, Percentage change, previous period, Percent"
IFS,NGDP_PC_PP_SA_PT,"National Accounts, Expenditure, Gross Domestic Product, Nominal, Percentage change, previous period, Seasonally adjusted, Percent"
IFS,NGDP_R_CH_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Real, Reference Chained, Seasonally adjusted, Domestic Currency"
IFS,NGDP_R_CH_XDC,"National Accounts, Expenditure, Gross Domestic Product, Real, Reference Chained, Domestic Currency"
IFS,NGDP_R_K_IX,"National Accounts, Expenditure, Gross Domestic Product, Real, Spliced Historical Series, Index"
IFS,NGDP_R_K_SA_IX,"National Accounts, Expenditure, Gross Domestic Product, Real, Spliced Historical Series, Seasonally adjusted, Index"
IFS,NGDP_R_K_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Real, Spliced Historical Series, Seasonally adjusted, Domestic Currency"
IFS,NGDP_R_K_XDC,"National Accounts, Expenditure, Gross Domestic Product, Real, Spliced Historical Series, Domestic Currency"
IFS,NGDP_R_PC_CP_A_PT,"National Accounts, Expenditure, Gross Domestic Product, Real, Percentage change, corresponding period previous year, Percent"
IFS,NGDP_R_PC_CP_A_SA_PT,"National Accounts, Expenditure, Gross Domestic Product, Real, Percentage change, corresponding period previous year, Seasonally adjusted, Percent"
IFS,NGDP_R_PC_PP_PT,"National Accounts, Expenditure, Gross Domestic Product, Real, Percentage change, previous period, Percent"
IFS,NGDP_R_PC_PP_SA_PT,"National Accounts, Expenditure, Gross Domestic Product, Real, Percentage change, previous period, Seasonally adjusted, Percent"
IFS,NGDP_R_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Real, Seasonally adjusted, Domestic Currency"
IFS,NGDP_R_XDC,"National Accounts, Expenditure, Gross Domestic Product, Real, Domestic Currency"
IFS,NGDP_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NGDP_XDC,"National Accounts, Expenditure, Gross Domestic Product, Nominal, Domestic Currency"
IFS,NICT_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Net Capital Transfers Receivable from the Rest of the World, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NICT_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Net Capital Transfers Receivable from the Rest of the World, Nominal, Domestic Currency"
IFS,NINVP_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Changes in Inventories, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NINVP_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Private Sector (Corporations, Households, and Non-profit Institutions Serving Households), Changes in Inventories, Nominal, Domestic Currency"
IFS,NINV_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Changes in Inventories, Nominal Seasonally Adjusted, Domestic Currency"
IFS,NINV_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Changes in Inventories, Nominal Domestic Currency"
IFS,NI_GDP_PT,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Nominal, Ratio to GDP, Percent"
IFS,NI_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NI_XDC,"National Accounts, Expenditure, Gross Domestic Product, Gross Capital Formation, Nominal, Domestic Currency"
IFS,NMG_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Imports of Goods and Services, Imports of Goods, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NMG_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Imports of Goods and Services, Imports of Goods, Nominal, Domestic Currency"
IFS,NMS_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Imports of Goods and Services, Imports of Services, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NMS_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Imports of Goods and Services, Imports of Services, Nominal, Domestic Currency"
IFS,NM_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Imports of Goods and Services, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NM_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Imports of Goods and Services, Nominal, Domestic Currency"
IFS,NNITSPX_SA_XDC,"National Accounts, GDP-GNP Relation, National Income, Taxes on Production and Imports less Subsidies, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NNITSPX_XDC,"National Accounts, GDP-GNP Relation, National Income, Taxes on Production and Imports less Subsidies, Nominal, Domestic Currency"
IFS,NNL_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Net Lending to (Net Borrowing from) the Rest of the World, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NNL_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Net Lending to (Net Borrowing from) the Rest of the World, Nominal, Domestic Currency"
IFS,NNXGS_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NNXGS_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Nominal, Domestic Currency"
IFS,NSDGDP_R_CH_SA_XDC,"Statistical Discrepancy, Real, Chain linked, Seasonally adjusted, Domestic Currency"
IFS,NSDGDP_R_CH_XDC,"Statistical Discrepancy in GDP, Real, Chain linked, Domestic Currency"
IFS,NSDGDP_R_PYP_SA_XDC,"Statistical Discrepancy, Real, Previous year prices, Seasonally adjusted, Domestic Currency"
IFS,NSDGDP_R_PYP_XDC,"Statistical Discrepancy, Real, Previous year prices, Domestic Currency"
IFS,NSDGDP_R_SA_XDC,"Statistical Discrepancy, Real, Seasonally adjusted, Domestic Currency"
IFS,NSDGDP_R_XDC,"National Accounts, Statistical Discrepancy in GDP, Real, Domestic Currency"
IFS,NSDGDP_SA_XDC,"Statistical Discrepancy in GDP, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NSDGDP_XDC,"National Accounts, Statistical Discrepancy in GDP, Nominal, Domestic Currency"
IFS,NSG_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Saving, Gross, Nominal, Domestic Currency"
IFS,NSN_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Saving, Net, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NSN_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Saving, Net, Nominal, Domestic Currency"
IFS,NXG_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Exports of Goods and Services, Exports of Goods, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NXG_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Exports of Goods and Services, Exports of Goods, Nominal, Domestic Currency"
IFS,NXS_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Exports of Goods and Services, Exports of Services, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NXS_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Exports of Goods and Services, Exports of Services, Nominal, Domestic Currency"
IFS,NX_R_CH_SA_XDC,"External Sector, Exports of Goods and Services, Real, Reference Chained, Seasonally adjusted, Domestic Currency"
IFS,NX_R_CH_XDC,"External Sector, Exports of Goods and Services, Real, Real, Reference Chained, Domestic Currency"
IFS,NX_R_PYP_SA_XDC,"External Sector, Exports of Goods and Services, Real, Previous year prices, Seasonally adjusted, Domestic Currency"
IFS,NX_R_PYP_XDC,"External Sector, Exports of Goods and Services, Real, Previous year prices, Domestic Currency"
IFS,NX_R_SA_XDC,"External Sector, Exports of Goods and Services, Real, Seasonally adjusted, Domestic Currency"
IFS,NX_R_XDC,"National Accounts, External Sector, Exports of Goods and Services, Real, Domestic Currency"
IFS,NX_SA_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Exports of Goods and Services, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NX_XDC,"National Accounts, Expenditure, Gross Domestic Product, External Balance of Goods and Services, Exports of Goods and Services, Nominal, Domestic Currency"
IFS,NYCT_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Net Current Transfers Receivable from the Rest of the World, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NYCT_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Net Current Transfers Receivable from the Rest of the World, Nominal, Domestic Currency"
IFS,NYDI_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Disposable Income, Gross, Nominal, Domestic Currency"
IFS,NYFC_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Consumption of Fixed Capital, Nominal, Domestic Currency"
IFS,NYGDP_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Nominal, Domestic Currency"
IFS,NYG_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), National Income, Gross, Nominal Seasonally Adjusted, Domestic Currency"
IFS,NYG_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), National Income, Gross, Nominal Domestic Currency"
IFS,NYL_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Compensation of Employees, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NYL_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Compensation of Employees, Nominal, Domestic Currency"
IFS,NYN_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), National Income, Net, Nominal, Seasonally Adjusted, Domestic Currency"
IFS,NYN_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), National Income, Net, Nominal, Domestic Currency"
IFS,NYP_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Net Taxes on Production, Nominal, Domestic Currency"
IFS,NYYN_SA_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Disposable Income, Net, Nominal, Seasonally adjusted, Domestic Currency"
IFS,NYYN_XDC,"National Accounts, Income, Savings, and Investment, Gross Domestic Product (Income Generated by Resident Producers), Disposable Income, Net, Nominal, Domestic Currency"
IFS,PCPIHA_IX,"Prices, Consumer Price Index, Harmonized, Index"
IFS,PCPI_IX,"Prices, Consumer Price Index, All items, Index"
IFS,PCPI_PC_CP_A_PT,"Prices, Consumer Price Index, All items, Percentage change, Corresponding period previous year, Percent"
IFS,PCPI_PC_PP_PT,"Prices, Consumer Price Index, All items, Percentage change, Previous period, Percent"
IFS,PMP_IX,"Prices, Import Price Index, All Commodities, Index"
IFS,PPPIFG_IX,"Prices, Producer Price Index, Consumer Finished Goods, Index"
IFS,PPPIIRM_IX,"Prices, Producer Price Index, Imported Raw Materials, Index"
IFS,PPPII_IX,"Prices, Producer Price Index, Industrial Commodities, Index"
IFS,PPPI_IX,"Prices, Producer Price Index, All Commodities, Index"
IFS,PWPI_IX,"Prices, Wholesale Price Index, All Items, Index"
IFS,PXP_IX,"Prices, Export Price Index, All Commodities, Index"
IFS,RAFAGOLDM_USD,"International Reserves, Official Reserve Assets, Gold at Market Price, US Dollars"
IFS,RAFAGOLDM_XDR,"International Reserves, Official Reserve Assets, Gold at Market Price, SDRs"
IFS,RAFAGOLDNV_USD,"International Liquidity, Gold Holdings, National Valuation, US Dollars"
IFS,RAFAGOLDNV_XDR,"International Liquidity, Gold Holdings, National Valuation, SDRs"
IFS,RAFAGOLDV_OZT,"International Reserves, Official Reserve Assets, Gold (Including Gold Deposits and, If Appropriate, Gold Swapped), Volume in Millions of Fine Troy Ounces , Fine Troy Ounces"
IFS,RAFAGOLD_USD,"International Reserves, Official Reserve Assets, Gold (Including Gold Deposits and, If Appropriate, Gold Swapped) , US Dollars"
IFS,RAFAGOLD_XDR,"International Reserves, Official Reserve Assets, Gold (Including Gold Deposits and, If Appropriate, Gold Swapped) , SDRs"
IFS,RAFAIMF_USD,"International Reserves, Official Reserve Assets, IMF Reserve Position, US Dollars"
IFS,RAFAIMF_XDR,"International Reserves, Official Reserve Assets, IMF Reserve Position, SDRs"
IFS,RAFASDR_USD,"International Reserves, Official Reserve Assets, SDRs, US Dollars"
IFS,RAFASDR_XDR,"International Reserves, Official Reserve Assets, SDRs, SDRs"
IFS,RAFA_G_USD,"Total International Reserves, US Dollars (gold at 35 SDRs per ounce)"
IFS,RAFA_G_XDR,"Total International Reserves, SDRs (gold at 35 SDRs per ounce)"
IFS,RAFA_MV_USD,"Total Reserves, US Dollars (Gold at Market Price)"
IFS,RAFA_MV_XDR,"International Reserves, Official Reserve Assets, Market Value, SDRs"
IFS,RAFA_USD,"International Reserves, Official Reserve Assets, US Dollars"
IFS,RAFA_XDR,"International Reserves, Official Reserve Assets, SDRs"
